39.579077,-105.940921,1.0,143.0,0.919356,0,2.0,2.02176E9,34055.0
39.579022,-105.940806,1.0,145.0,6.188457,0,2.0,2.02176E9,34102.0
39.578932,-105.940765,1.0,145.0,6.859277,0,2.0,2.02176E9,34105.0
39.578839,-105.940756,1.0,153.0,7.335714,0,2.0,2.02176E9,34108.0
39.57874,-105.940732,1.0,153.0,6.537059,0,2.0,2.02176E9,34112.0
39.578644,-105.940723,1.0,155.0,6.924155,0,2.0,2.02176E9,34116.0
39.578541,-105.940762,1.0,155.0,10.4808,0,2.0,2.02176E9,34118.0
39.578429,-105.94077,1.0,154.0,10.273802,0,2.0,2.02176E9,34121.0
39.578315,-105.940758,1.0,155.0,11.120737,0,2.0,2.02176E9,34124.0
39.578183,-105.940714,1.0,155.0,14.570071,0,2.0,2.02176E9,34126.0
39.57808,-105.940636,1.0,155.0,13.6252,0,2.0,2.02176E9,34128.0
39.577976,-105.940565,1.0,157.0,15.392695,0,2.0,2.02176E9,34130.0
39.577853,-105.940491,1.0,157.0,16.809291,0,2.0,2.02176E9,34132.0
39.57773,-105.940455,1.0,161.0,15.793899,0,2.0,2.02176E9,34134.0
39.577626,-105.940433,1.0,161.0,15.710233,0,2.0,2.02176E9,34136.0
39.577522,-105.940472,1.0,161.0,16.032272,0,2.0,2.02176E9,34138.0
39.577412,-105.940543,1.0,164.0,16.106018,0,2.0,2.02176E9,34140.0
39.5769,-105.940574,1.0,170.0,25.426236,0,2.0,2.02176E9,34145.0
39.576097,-105.940623,1.0,169.0,25.426234,0,2.0,2.02176E9,34153.0
39.575633,-105.940651,1.0,168.0,25.426232,0,2.0,2.02176E9,34158.0
39.575237,-105.940675,1.0,166.0,25.426227,0,2.0,2.02176E9,34162.0
39.574627,-105.940712,1.0,165.0,25.426227,0,2.0,2.02176E9,34168.0
39.574119,-105.940743,1.0,164.0,25.426225,0,2.0,2.02176E9,34173.0
39.573556,-105.940777,1.0,161.0,26.172914,0,2.0,2.02176E9,34179.0
39.573403,-105.940746,1.0,161.0,21.920003,0,2.0,2.02176E9,34180.0
39.57331,-105.940742,1.0,160.0,19.045806,0,2.0,2.02176E9,34181.0
39.573203,-105.94083,1.0,160.0,18.686597,0,2.0,2.02176E9,34183.0
39.573084,-105.940929,1.0,160.0,16.540028,0,2.0,2.02176E9,34185.0
39.572952,-105.94102,1.0,160.0,16.661975,0,2.0,2.02176E9,34187.0
39.57282,-105.941083,1.0,160.0,15.921076,0,2.0,2.02176E9,34189.0
39.57271,-105.941145,1.0,160.0,16.173038,0,2.0,2.02176E9,34191.0
39.572583,-105.941166,1.0,161.0,15.152327,0,2.0,2.02176E9,34193.0
39.572454,-105.941178,1.0,161.0,16.491753,0,2.0,2.02176E9,34195.0
39.572342,-105.941166,1.0,161.0,16.417424,0,2.0,2.02176E9,34197.0
39.572209,-105.94117,1.0,161.0,15.647393,0,2.0,2.02176E9,34199.0
39.572083,-105.941192,1.0,162.0,17.270108,0,2.0,2.02176E9,34201.0
39.571913,-105.941267,1.0,161.0,14.484368,0,2.0,2.02176E9,34204.0
39.57162,-105.9414,1.0,162.0,17.606163,0,2.0,2.02176E9,34209.0
39.571189,-105.941773,1.0,164.0,21.815244,0,2.0,2.02176E9,34215.0
39.570851,-105.942065,1.0,164.0,21.815242,0,2.0,2.02176E9,34220.0
39.570502,-105.942367,1.0,163.0,21.815242,0,2.0,2.02176E9,34225.0
39.57007,-105.942741,1.0,164.0,21.81524,0,2.0,2.02176E9,34231.0
39.569718,-105.943045,1.0,163.0,21.81524,0,2.0,2.02176E9,34236.0
39.569359,-105.943356,1.0,164.0,21.815238,0,2.0,2.02176E9,34241.0
39.569013,-105.943655,1.0,168.0,21.815238,0,2.0,2.02176E9,34246.0
39.56866,-105.94396,1.0,166.0,21.815238,0,2.0,2.02176E9,34251.0
39.568309,-105.944264,1.0,162.0,21.815236,0,2.0,2.02176E9,34256.0
39.567572,-105.944902,1.0,159.0,21.815234,0,2.0,2.02176E9,34267.0
