1.0,2.02176E9,0,1775.6166053761608
2.0,2.02176E9,0,502.9543763307611
3.0,2.02176E9,0,1180.1692700488784
4.0,2.02176E9,0,2404.80533614012
5.0,2.02176E9,0,1734.6794452735212
6.0,2.02176E9,0,1284.7038764123608
7.0,2.02176E9,0,1736.414445329041
8.0,2.02176E9,0,1636.8276770503999
9.0,2.02176E9,0,1629.1711249681193
10.0,2.02176E9,0,1755.5289341296793
11.0,2.02176E9,0,1771.18177255708
12.0,2.02176E9,0,2478.4427335096407
13.0,2.02176E9,0,.
14.0,2.02176E9,0,.
15.0,2.02176E9,0,.
16.0,2.02176E9,0,.
17.0,2.02176E9,0,.
18.0,2.02176E9,0,.
19.0,2.02176E9,0,.
20.0,2.02176E9,0,.
21.0,2.02176E9,0,.
22.0,2.02176E9,0,.
1.0,2.0218464E9,0,1744.8615814261211
2.0,2.0218464E9,0,1451.5811291277605
3.0,2.0218464E9,0,238.70004372764015
4.0,2.0218464E9,0,1199.9153107069978
5.0,2.0218464E9,0,1843.1142223654806
6.0,2.0218464E9,0,1747.1575559090415
7.0,2.0218464E9,0,1326.8205411459203
8.0,2.0218464E9,0,1628.3440678550396
9.0,2.0218464E9,0,1904.1033548945597
10.0,2.0218464E9,0,1720.0279093716
11.0,2.0218464E9,0,2577.2485864089613
12.0,2.0218464E9,0,.
13.0,2.0218464E9,0,.
14.0,2.0218464E9,0,.
15.0,2.0218464E9,0,.
16.0,2.0218464E9,0,.
17.0,2.0218464E9,0,.
18.0,2.0218464E9,0,.
19.0,2.0218464E9,0,.
20.0,2.0218464E9,0,.
21.0,2.0218464E9,0,.
22.0,2.0218464E9,0,.
1.0,2.0219328E9,0,1846.3802756196
2.0,2.0219328E9,0,1510.4183587008392
3.0,2.0219328E9,0,1655.8570936698397
4.0,2.0219328E9,0,1776.4756867684791
5.0,2.0219328E9,0,1635.290875820121
6.0,2.0219328E9,0,1814.9839622789605
7.0,2.0219328E9,0,1857.27846166388
8.0,2.0219328E9,0,2640.316272154161
9.0,2.0219328E9,0,1079.2135155059605
10.0,2.0219328E9,0,2650.9485231505623
11.0,2.0219328E9,0,.
12.0,2.0219328E9,0,.
13.0,2.0219328E9,0,.
14.0,2.0219328E9,0,.
15.0,2.0219328E9,0,.
16.0,2.0219328E9,0,.
17.0,2.0219328E9,0,.
18.0,2.0219328E9,0,.
19.0,2.0219328E9,0,.
20.0,2.0219328E9,0,.
21.0,2.0219328E9,0,.
22.0,2.0219328E9,0,.
1.0,2.0220192E9,0,1802.0073017587183
2.0,2.0220192E9,0,1432.5585694639212
3.0,2.0220192E9,0,1608.0042443695202
4.0,2.0220192E9,0,1690.7871177534798
5.0,2.0220192E9,0,1538.2731364950796
6.0,2.0220192E9,0,160.96893559720047
7.0,2.0220192E9,0,244.83294090551863
8.0,2.0220192E9,0,1505.770658420879
9.0,2.0220192E9,0,1770.52083093488
10.0,2.0220192E9,0,2417.5036961265196
11.0,2.0220192E9,0,2630.9943263177993
12.0,2.0220192E9,0,2462.204714617321
13.0,2.0220192E9,0,2507.820241011399
14.0,2.0220192E9,0,.
15.0,2.0220192E9,0,.
16.0,2.0220192E9,0,.
17.0,2.0220192E9,0,.
18.0,2.0220192E9,0,.
19.0,2.0220192E9,0,.
20.0,2.0220192E9,0,.
21.0,2.0220192E9,0,.
22.0,2.0220192E9,0,.
1.0,2.0242656E9,0,.
2.0,2.0242656E9,0,.
3.0,2.0242656E9,0,.
4.0,2.0242656E9,0,.
5.0,2.0242656E9,0,.
6.0,2.0242656E9,0,.
7.0,2.0242656E9,0,.
8.0,2.0242656E9,0,.
9.0,2.0242656E9,0,.
10.0,2.0242656E9,0,.
11.0,2.0242656E9,0,.
12.0,2.0242656E9,0,.
13.0,2.0242656E9,0,.
14.0,2.0242656E9,0,.
15.0,2.0242656E9,0,.
16.0,2.0242656E9,0,.
17.0,2.0242656E9,0,.
18.0,2.0242656E9,0,.
19.0,2.0242656E9,0,.
20.0,2.0242656E9,0,.
21.0,2.0242656E9,0,.
22.0,2.0242656E9,0,.
1.0,2.024352E9,0,.
2.0,2.024352E9,0,.
3.0,2.024352E9,0,.
4.0,2.024352E9,0,.
5.0,2.024352E9,0,.
6.0,2.024352E9,0,.
7.0,2.024352E9,0,.
8.0,2.024352E9,0,.
9.0,2.024352E9,0,.
10.0,2.024352E9,0,.
11.0,2.024352E9,0,.
12.0,2.024352E9,0,.
13.0,2.024352E9,0,.
14.0,2.024352E9,0,.
15.0,2.024352E9,0,.
16.0,2.024352E9,0,.
17.0,2.024352E9,0,.
18.0,2.024352E9,0,.
19.0,2.024352E9,0,.
20.0,2.024352E9,0,.
21.0,2.024352E9,0,.
22.0,2.024352E9,0,.
1.0,2.0546784E9,0,.
2.0,2.0546784E9,0,.
3.0,2.0546784E9,0,.
4.0,2.0546784E9,0,.
5.0,2.0546784E9,0,.
6.0,2.0546784E9,0,.
7.0,2.0546784E9,0,.
8.0,2.0546784E9,0,.
9.0,2.0546784E9,0,.
10.0,2.0546784E9,0,.
11.0,2.0546784E9,0,.
12.0,2.0546784E9,0,.
13.0,2.0546784E9,0,.
14.0,2.0546784E9,0,.
15.0,2.0546784E9,0,.
16.0,2.0546784E9,0,.
17.0,2.0546784E9,0,.
18.0,2.0546784E9,0,.
19.0,2.0546784E9,0,.
20.0,2.0546784E9,0,.
21.0,2.0546784E9,0,.
22.0,2.0546784E9,0,.
1.0,2.0547648E9,0,.
2.0,2.0547648E9,0,.
3.0,2.0547648E9,0,.
4.0,2.0547648E9,0,.
5.0,2.0547648E9,0,.
6.0,2.0547648E9,0,.
7.0,2.0547648E9,0,.
8.0,2.0547648E9,0,.
9.0,2.0547648E9,0,.
10.0,2.0547648E9,0,.
11.0,2.0547648E9,0,.
12.0,2.0547648E9,0,.
13.0,2.0547648E9,0,.
14.0,2.0547648E9,0,.
15.0,2.0547648E9,0,.
16.0,2.0547648E9,0,.
17.0,2.0547648E9,0,.
18.0,2.0547648E9,0,.
19.0,2.0547648E9,0,.
20.0,2.0547648E9,0,.
21.0,2.0547648E9,0,.
22.0,2.0547648E9,0,.
1.0,2.0574432E9,0,.
2.0,2.0574432E9,0,.
3.0,2.0574432E9,0,.
4.0,2.0574432E9,0,.
5.0,2.0574432E9,0,.
6.0,2.0574432E9,0,.
7.0,2.0574432E9,0,.
8.0,2.0574432E9,0,.
9.0,2.0574432E9,0,.
10.0,2.0574432E9,0,.
11.0,2.0574432E9,0,.
12.0,2.0574432E9,0,.
13.0,2.0574432E9,0,.
14.0,2.0574432E9,0,.
15.0,2.0574432E9,0,.
16.0,2.0574432E9,0,.
17.0,2.0574432E9,0,.
18.0,2.0574432E9,0,.
19.0,2.0574432E9,0,.
20.0,2.0574432E9,0,.
21.0,2.0574432E9,0,.
22.0,2.0574432E9,0,.
1.0,2.057616E9,0,.
2.0,2.057616E9,0,.
3.0,2.057616E9,0,.
4.0,2.057616E9,0,.
5.0,2.057616E9,0,.
6.0,2.057616E9,0,.
7.0,2.057616E9,0,.
8.0,2.057616E9,0,.
9.0,2.057616E9,0,.
10.0,2.057616E9,0,.
11.0,2.057616E9,0,.
12.0,2.057616E9,0,.
13.0,2.057616E9,0,.
14.0,2.057616E9,0,.
15.0,2.057616E9,0,.
16.0,2.057616E9,0,.
17.0,2.057616E9,0,.
18.0,2.057616E9,0,.
19.0,2.057616E9,0,.
20.0,2.057616E9,0,.
21.0,2.057616E9,0,.
22.0,2.057616E9,0,.
1.0,2.02176E9,1,.
2.0,2.02176E9,1,.
3.0,2.02176E9,1,.
4.0,2.02176E9,1,.
5.0,2.02176E9,1,.
6.0,2.02176E9,1,.
7.0,2.02176E9,1,.
8.0,2.02176E9,1,.
9.0,2.02176E9,1,.
10.0,2.02176E9,1,.
11.0,2.02176E9,1,.
12.0,2.02176E9,1,.
13.0,2.02176E9,1,.
14.0,2.02176E9,1,.
15.0,2.02176E9,1,.
16.0,2.02176E9,1,.
17.0,2.02176E9,1,.
18.0,2.02176E9,1,.
19.0,2.02176E9,1,.
20.0,2.02176E9,1,.
21.0,2.02176E9,1,.
22.0,2.02176E9,1,.
1.0,2.0218464E9,1,.
2.0,2.0218464E9,1,.
3.0,2.0218464E9,1,.
4.0,2.0218464E9,1,.
5.0,2.0218464E9,1,.
6.0,2.0218464E9,1,.
7.0,2.0218464E9,1,.
8.0,2.0218464E9,1,.
9.0,2.0218464E9,1,.
10.0,2.0218464E9,1,.
11.0,2.0218464E9,1,.
12.0,2.0218464E9,1,.
13.0,2.0218464E9,1,.
14.0,2.0218464E9,1,.
15.0,2.0218464E9,1,.
16.0,2.0218464E9,1,.
17.0,2.0218464E9,1,.
18.0,2.0218464E9,1,.
19.0,2.0218464E9,1,.
20.0,2.0218464E9,1,.
21.0,2.0218464E9,1,.
22.0,2.0218464E9,1,.
1.0,2.0219328E9,1,.
2.0,2.0219328E9,1,.
3.0,2.0219328E9,1,.
4.0,2.0219328E9,1,.
5.0,2.0219328E9,1,.
6.0,2.0219328E9,1,.
7.0,2.0219328E9,1,.
8.0,2.0219328E9,1,.
9.0,2.0219328E9,1,.
10.0,2.0219328E9,1,.
11.0,2.0219328E9,1,.
12.0,2.0219328E9,1,.
13.0,2.0219328E9,1,.
14.0,2.0219328E9,1,.
15.0,2.0219328E9,1,.
16.0,2.0219328E9,1,.
17.0,2.0219328E9,1,.
18.0,2.0219328E9,1,.
19.0,2.0219328E9,1,.
20.0,2.0219328E9,1,.
21.0,2.0219328E9,1,.
22.0,2.0219328E9,1,.
1.0,2.0220192E9,1,.
2.0,2.0220192E9,1,.
3.0,2.0220192E9,1,.
4.0,2.0220192E9,1,.
5.0,2.0220192E9,1,.
6.0,2.0220192E9,1,.
7.0,2.0220192E9,1,.
8.0,2.0220192E9,1,.
9.0,2.0220192E9,1,.
10.0,2.0220192E9,1,.
11.0,2.0220192E9,1,.
12.0,2.0220192E9,1,.
13.0,2.0220192E9,1,.
14.0,2.0220192E9,1,.
15.0,2.0220192E9,1,.
16.0,2.0220192E9,1,.
17.0,2.0220192E9,1,.
18.0,2.0220192E9,1,.
19.0,2.0220192E9,1,.
20.0,2.0220192E9,1,.
21.0,2.0220192E9,1,.
22.0,2.0220192E9,1,.
1.0,2.0242656E9,1,.
2.0,2.0242656E9,1,.
3.0,2.0242656E9,1,.
