0,2.02176E9,1.0,34055.0,39.579077,-105.940921,0.919356,143.0
0,2.02176E9,1.0,34102.0,39.579022,-105.940806,6.188457,145.0
0,2.02176E9,1.0,34105.0,39.578932,-105.940765,6.859277,145.0
0,2.02176E9,1.0,34108.0,39.578839,-105.940756,7.335714,153.0
0,2.02176E9,1.0,34112.0,39.57874,-105.940732,6.537059,153.0
0,2.02176E9,1.0,34116.0,39.578644,-105.940723,6.924155,155.0
0,2.02176E9,1.0,34118.0,39.578541,-105.940762,10.4808,155.0
0,2.02176E9,1.0,34121.0,39.578429,-105.94077,10.273802,154.0
0,2.02176E9,1.0,34124.0,39.578315,-105.940758,11.120737,155.0
0,2.02176E9,1.0,34126.0,39.578183,-105.940714,14.570071,155.0
0,2.02176E9,1.0,34128.0,39.57808,-105.940636,13.6252,155.0
0,2.02176E9,1.0,34130.0,39.577976,-105.940565,15.392695,157.0
0,2.02176E9,1.0,34132.0,39.577853,-105.940491,16.809291,157.0
0,2.02176E9,1.0,34134.0,39.57773,-105.940455,15.793899,161.0
0,2.02176E9,1.0,34136.0,39.577626,-105.940433,15.710233,161.0
0,2.02176E9,1.0,34138.0,39.577522,-105.940472,16.032272,161.0
0,2.02176E9,1.0,34140.0,39.577412,-105.940543,16.106018,164.0
0,2.02176E9,1.0,34145.0,39.5769,-105.940574,25.426236,170.0
0,2.02176E9,1.0,34153.0,39.576097,-105.940623,25.426234,169.0
0,2.02176E9,1.0,34158.0,39.575633,-105.940651,25.426232,168.0
0,2.02176E9,1.0,34162.0,39.575237,-105.940675,25.426227,166.0
0,2.02176E9,1.0,34168.0,39.574627,-105.940712,25.426227,165.0
0,2.02176E9,1.0,34173.0,39.574119,-105.940743,25.426225,164.0
0,2.02176E9,1.0,34179.0,39.573556,-105.940777,26.172914,161.0
0,2.02176E9,1.0,34180.0,39.573403,-105.940746,21.920003,161.0
0,2.02176E9,1.0,34181.0,39.57331,-105.940742,19.045806,160.0
0,2.02176E9,1.0,34183.0,39.573203,-105.94083,18.686597,160.0
0,2.02176E9,1.0,34185.0,39.573084,-105.940929,16.540028,160.0
0,2.02176E9,1.0,34187.0,39.572952,-105.94102,16.661975,160.0
0,2.02176E9,1.0,34189.0,39.57282,-105.941083,15.921076,160.0
0,2.02176E9,1.0,34191.0,39.57271,-105.941145,16.173038,160.0
0,2.02176E9,1.0,34193.0,39.572583,-105.941166,15.152327,161.0
0,2.02176E9,1.0,34195.0,39.572454,-105.941178,16.491753,161.0
0,2.02176E9,1.0,34197.0,39.572342,-105.941166,16.417424,161.0
0,2.02176E9,1.0,34199.0,39.572209,-105.94117,15.647393,161.0
0,2.02176E9,1.0,34201.0,39.572083,-105.941192,17.270108,162.0
0,2.02176E9,1.0,34204.0,39.571913,-105.941267,14.484368,161.0
0,2.02176E9,1.0,34209.0,39.57162,-105.9414,17.606163,162.0
0,2.02176E9,1.0,34215.0,39.571189,-105.941773,21.815244,164.0
0,2.02176E9,1.0,34220.0,39.570851,-105.942065,21.815242,164.0
0,2.02176E9,1.0,34225.0,39.570502,-105.942367,21.815242,163.0
0,2.02176E9,1.0,34231.0,39.57007,-105.942741,21.81524,164.0
0,2.02176E9,1.0,34236.0,39.569718,-105.943045,21.81524,163.0
0,2.02176E9,1.0,34241.0,39.569359,-105.943356,21.815238,164.0
0,2.02176E9,1.0,34246.0,39.569013,-105.943655,21.815238,168.0
0,2.02176E9,1.0,34251.0,39.56866,-105.94396,21.815238,166.0
0,2.02176E9,1.0,34256.0,39.568309,-105.944264,21.815236,162.0
0,2.02176E9,1.0,34267.0,39.567572,-105.944902,21.815234,159.0
0,2.02176E9,1.0,34268.0,39.5675,-105.944964,21.815232,159.0
0,2.02176E9,1.0,34269.0,39.567428,-105.945026,33.858835,157.0
0,2.02176E9,1.0,34270.0,39.56734,-105.945145,32.727595,157.0
0,2.02176E9,1.0,34271.0,39.567276,-105.945251,30.897936,157.0
0,2.02176E9,1.0,34273.0,39.567212,-105.945424,28.733676,157.0
0,2.02176E9,1.0,34275.0,39.567143,-105.945597,27.946704,157.0
0,2.02176E9,1.0,34276.0,39.567085,-105.945694,27.050329,157.0
0,2.02176E9,1.0,34277.0,39.567019,-105.945795,27.187616,157.0
0,2.02176E9,1.0,34278.0,39.566947,-105.9459,28.01151,157.0
0,2.02176E9,1.0,34279.0,39.566896,-105.946019,31.023463,158.0
0,2.02176E9,1.0,34280.0,39.566845,-105.946138,27.85354,158.0
0,2.02176E9,1.0,34281.0,39.566801,-105.946265,27.468919,158.0
0,2.02176E9,1.0,34282.0,39.566758,-105.946392,27.662771,158.0
0,2.02176E9,1.0,34283.0,39.566714,-105.946536,29.655864,158.0
0,2.02176E9,1.0,34284.0,39.566685,-105.946678,28.734826,158.0
0,2.02176E9,1.0,34285.0,39.566652,-105.94681,28.240277,158.0
0,2.02176E9,1.0,34286.0,39.566608,-105.946934,27.371793,158.0
0,2.02176E9,1.0,34287.0,39.566554,-105.947053,27.032823,153.0
0,2.02176E9,1.0,34288.0,39.566494,-105.947152,27.203481,153.0
0,2.02176E9,1.0,34289.0,39.566431,-105.947247,26.201371,153.0
0,2.02176E9,1.0,34290.0,39.56637,-105.94735,26.765604,153.0
0,2.02176E9,1.0,34291.0,39.566315,-105.947447,27.240586,153.0
0,2.02176E9,1.0,34293.0,39.566228,-105.947636,25.300665,153.0
0,2.02176E9,1.0,34295.0,39.56614,-105.947797,24.20525,151.0
0,2.02176E9,1.0,34297.0,39.566035,-105.948012,23.413353,151.0
0,2.02176E9,1.0,34298.0,39.565986,-105.948117,23.432882,151.0
0,2.02176E9,1.0,34299.0,39.565946,-105.94824,23.839126,151.0
0,2.02176E9,1.0,34300.0,39.565903,-105.948356,24.323181,151.0
0,2.02176E9,1.0,34301.0,39.565853,-105.94847,24.632763,151.0
0,2.02176E9,1.0,34302.0,39.565802,-105.948584,24.076272,150.0
0,2.02176E9,1.0,34303.0,39.565751,-105.948701,24.26373,150.0
0,2.02176E9,1.0,34304.0,39.565697,-105.94882,24.410472,150.0
0,2.02176E9,1.0,34305.0,39.565635,-105.94893,25.48737,150.0
0,2.02176E9,1.0,34306.0,39.565571,-105.949043,25.380235,150.0
0,2.02176E9,1.0,34307.0,39.565509,-105.94915,25.346917,150.0
0,2.02176E9,1.0,34308.0,39.565448,-105.949251,25.74199,150.0
0,2.02176E9,1.0,34309.0,39.565399,-105.949359,25.416734,148.0
0,2.02176E9,1.0,34310.0,39.565342,-105.949478,27.193433,148.0
0,2.02176E9,1.0,34311.0,39.565289,-105.949606,28.112321,148.0
0,2.02176E9,1.0,34312.0,39.565237,-105.949734,26.934552,148.0
0,2.02176E9,1.0,34313.0,39.565218,-105.949867,26.885895,148.0
0,2.02176E9,1.0,34314.0,39.565192,-105.950008,27.478378,147.0
0,2.02176E9,1.0,34315.0,39.565134,-105.950136,28.861711,147.0
0,2.02176E9,1.0,34316.0,39.565071,-105.950234,26.892261,147.0
0,2.02176E9,1.0,34318.0,39.564978,-105.950388,18.806054,147.0
0,2.02176E9,1.0,34320.0,39.564937,-105.950545,16.817988,146.0
0,2.02176E9,1.0,34322.0,39.564892,-105.950732,12.011021,146.0
0,2.02176E9,1.0,34324.0,39.564817,-105.950857,7.808552,146.0
0,2.02176E9,1.0,34336.0,39.564716,-105.95086,4.774522,141.0
0,2.02176E9,2.0,34718.0,39.55967,-105.936027,4.409637,105.0
0,2.02176E9,2.0,34721.0,39.559609,-105.935929,7.133617,111.0
0,2.02176E9,2.0,34728.0,39.559508,-105.935934,5.124445,119.0
0,2.02176E9,2.0,34830.0,39.559532,-105.935813,3.946922,128.0
0,2.02176E9,2.0,34841.0,39.559607,-105.935717,3.277674,135.0
0,2.02176E9,2.0,34848.0,39.559661,-105.935593,4.541337,133.0
0,2.02176E9,2.0,34853.0,39.559678,-105.93547,3.836267,134.0
0,2.02176E9,2.0,34858.0,39.559708,-105.93536,3.945443,136.0
0,2.02176E9,2.0,34862.0,39.559714,-105.935243,5.165325,137.0
0,2.02176E9,2.0,34866.0,39.55972,-105.935104,6.267734,137.0
0,2.02176E9,2.0,34869.0,39.55971,-105.934981,6.502673,140.0
0,2.02176E9,2.0,34872.0,39.559662,-105.934881,7.231678,141.0
0,2.02176E9,2.0,34876.0,39.559627,-105.934768,4.05634,141.0
0,2.02176E9,2.0,34922.0,39.559652,-105.934636,9.503731,134.0
0,2.02176E9,2.0,34924.0,39.559682,-105.93447,12.304169,134.0
0,2.02176E9,2.0,34926.0,39.559722,-105.934256,16.135415,134.0
0,2.02176E9,2.0,34928.0,39.559744,-105.934049,18.267139,131.0
0,2.02176E9,2.0,34930.0,39.559744,-105.933854,19.392858,131.0
0,2.02176E9,2.0,34932.0,39.559762,-105.93367,17.130252,139.0
0,2.02176E9,2.0,34934.0,39.559778,-105.933502,16.887391,139.0
0,2.02176E9,2.0,34936.0,39.559791,-105.933341,16.559526,139.0
0,2.02176E9,2.0,34938.0,39.559807,-105.933167,17.567235,140.0
0,2.02176E9,2.0,34940.0,39.559846,-105.932989,19.501601,140.0
0,2.02176E9,2.0,34942.0,39.559908,-105.932792,20.146871,147.0
0,2.02176E9,2.0,34945.0,39.559976,-105.932525,14.944687,147.0
0,2.02176E9,2.0,34947.0,39.560035,-105.932388,13.553516,150.0
0,2.02176E9,2.0,34949.0,39.560107,-105.932311,14.477464,150.0
0,2.02176E9,2.0,34951.0,39.560196,-105.932201,16.032513,150.0
0,2.02176E9,2.0,34959.0,39.561149,-105.931871,30.412036,155.0
0,2.02176E9,2.0,34964.0,39.561718,-105.931674,27.883814,156.0
0,2.02176E9,2.0,34965.0,39.561838,-105.93163,25.590381,156.0
