31345.0,2.022050545E9,0,1,2.0220192E9,.,11.818384,39.605695,-105.941693,1.0
31346.0,2.022050546E9,0,1,2.0220192E9,.,11.834187,39.60553,-105.941631,1.0
31347.0,2.022050547E9,0,1,2.0220192E9,.,11.635043,39.605398,-105.941588,1.0
31349.0,2.022050549E9,0,1,2.0220192E9,.,12.951285,39.605019,-105.94144,1.0
31351.0,2.022050551E9,0,1,2.0220192E9,.,11.783164,39.604904,-105.941424,1.0
31353.0,2.022050553E9,0,1,2.0220192E9,.,11.735052,39.604776,-105.941425,1.0
31355.0,2.022050555E9,0,1,2.0220192E9,.,10.978098,39.604673,-105.941408,1.0
31358.0,2.022050558E9,0,1,2.0220192E9,.,10.860531,39.604475,-105.941398,1.0
31360.0,2.02205056E9,0,1,2.0220192E9,.,10.866211,39.604352,-105.941395,1.0
31363.0,2.022050563E9,0,1,2.0220192E9,.,10.84371,39.604226,-105.941401,1.0
31366.0,2.022050566E9,0,1,2.0220192E9,.,10.316421,39.604105,-105.94137,1.0
31368.0,2.022050568E9,0,1,2.0220192E9,.,11.01091,39.604009,-105.94136,1.0
31369.0,2.022050569E9,0,1,2.0220192E9,.,11.487497,39.603916,-105.941356,1.0
31371.0,2.022050571E9,0,1,2.0220192E9,.,10.515801,39.603823,-105.941347,1.0
31374.0,2.022050574E9,0,1,2.0220192E9,.,9.998656,39.603703,-105.94134,1.0
31377.0,2.022050577E9,0,1,2.0220192E9,.,11.870734,39.603565,-105.941332,1.0
31379.0,2.022050579E9,0,1,2.0220192E9,.,12.103243,39.603472,-105.941333,1.0
31381.0,2.022050581E9,0,1,2.0220192E9,.,11.74883,39.603379,-105.941329,1.0
31383.0,2.022050583E9,0,1,2.0220192E9,.,10.786088,39.603286,-105.941329,1.0
31386.0,2.022050586E9,0,1,2.0220192E9,.,10.036094,39.603184,-105.941334,1.0
31389.0,2.022050589E9,0,1,2.0220192E9,.,11.396149,39.603077,-105.94134,1.0
31392.0,2.022050592E9,0,1,2.0220192E9,.,11.213988,39.602947,-105.941346,1.0
31395.0,2.022050595E9,0,1,2.0220192E9,.,11.486618,39.602816,-105.941345,1.0
31398.0,2.022050598E9,0,1,2.0220192E9,.,10.036725,39.602687,-105.941349,1.0
31401.0,2.022050601E9,0,1,2.0220192E9,.,11.52297,39.602554,-105.941349,1.0
31404.0,2.022050604E9,0,1,2.0220192E9,.,10.860442,39.602447,-105.941343,1.0
31406.0,2.022050606E9,0,1,2.0220192E9,.,10.733131,39.602345,-105.941337,1.0
31409.0,2.022050609E9,0,1,2.0220192E9,.,10.369101,39.60224,-105.941337,1.0
31412.0,2.022050612E9,0,1,2.0220192E9,.,9.244101,39.602136,-105.941334,1.0
31415.0,2.022050615E9,0,1,2.0220192E9,.,9.923603,39.602027,-105.941332,1.0
31418.0,2.022050618E9,0,1,2.0220192E9,.,10.582476,39.601881,-105.941323,1.0
31420.0,2.02205062E9,0,1,2.0220192E9,.,11.046504,39.601782,-105.941318,1.0
31422.0,2.022050622E9,0,1,2.0220192E9,.,11.713183,39.601682,-105.94132,1.0
31424.0,2.022050624E9,0,1,2.0220192E9,.,13.84086,39.601589,-105.941324,1.0
31426.0,2.022050626E9,0,1,2.0220192E9,.,15.823803,39.601484,-105.941349,1.0
31428.0,2.022050628E9,0,1,2.0220192E9,.,15.986402,39.601361,-105.941382,1.0
31430.0,2.02205063E9,0,1,2.0220192E9,.,14.244104,39.601261,-105.941409,1.0
31433.0,2.022050633E9,0,1,2.0220192E9,.,14.136962,39.601149,-105.941407,1.0
31436.0,2.022050636E9,0,1,2.0220192E9,.,13.347268,39.601037,-105.941374,1.0
31439.0,2.022050639E9,0,1,2.0220192E9,.,13.268872,39.600912,-105.941356,1.0
31441.0,2.021964241E9,0,1,2.0219328E9,.,10.717783,39.6056,-105.941559,1.0
31441.0,2.022050641E9,0,1,2.0220192E9,.,13.536844,39.600821,-105.941349,1.0
31442.0,2.021964242E9,0,1,2.0219328E9,.,10.711538,39.605434,-105.941505,1.0
31443.0,2.021964243E9,0,1,2.0219328E9,.,10.841647,39.605174,-105.941429,1.0
31444.0,2.021964244E9,0,1,2.0219328E9,.,12.146626,39.605019,-105.941397,1.0
31444.0,2.022050644E9,0,1,2.0220192E9,.,13.189396,39.600697,-105.941337,1.0
31446.0,2.021964246E9,0,1,2.0219328E9,.,11.88649,39.60488,-105.941384,1.0
31447.0,2.022050647E9,0,1,2.0220192E9,.,12.385006,39.600577,-105.941328,1.0
31448.0,2.021964248E9,0,1,2.0219328E9,.,11.524152,39.60478,-105.94139,1.0
31450.0,2.02196425E9,0,1,2.0219328E9,.,11.561092,39.604682,-105.941383,1.0
31450.0,2.02205065E9,0,1,2.0220192E9,.,11.012583,39.600462,-105.94132,1.0
31452.0,2.021964252E9,0,1,2.0219328E9,.,11.589233,39.604591,-105.941383,1.0
31453.0,2.022050653E9,0,1,2.0220192E9,.,11.571951,39.600355,-105.941311,1.0
31454.0,2.021964254E9,0,1,2.0219328E9,.,11.425534,39.604495,-105.941383,1.0
31456.0,2.021964256E9,0,1,2.0219328E9,.,11.508812,39.604402,-105.941387,1.0
31456.0,2.022050656E9,0,1,2.0220192E9,.,11.390319,39.600236,-105.941298,1.0
31459.0,2.021964259E9,0,1,2.0219328E9,.,11.591787,39.604271,-105.941379,1.0
31459.0,2.022050659E9,0,1,2.0220192E9,.,10.53254,39.600113,-105.941288,1.0
31462.0,2.021964262E9,0,1,2.0219328E9,.,10.845676,39.604146,-105.941372,1.0
31462.0,2.022050662E9,0,1,2.0220192E9,.,10.996075,39.599985,-105.941293,1.0
