103.0,1.31758,0,2.021793232E9,39.605675,-105.941414
98.0,14.276592,0,2.021793234E9,39.605665,-105.941413
96.0,4.653119,0,2.021793242E9,39.605574,-105.941426
95.0,5.938255,0,2.021793244E9,39.605463,-105.941399
95.0,7.124206,0,2.021793246E9,39.605324,-105.941375
96.0,8.556882,0,2.021793248E9,39.605233,-105.941386
96.0,9.904012,0,2.02179325E9,39.605128,-105.941366
96.0,10.573998,0,2.021793252E9,39.605016,-105.941325
95.0,10.950278,0,2.021793254E9,39.604927,-105.941279
95.0,11.130329,0,2.021793256E9,39.604836,-105.941269
94.0,11.2167,0,2.021793258E9,39.60473,-105.941279
94.0,10.411401,0,2.02179326E9,39.604631,-105.941278
94.0,10.223206,0,2.021793262E9,39.604524,-105.941219
96.0,11.390923,0,2.021793264E9,39.604423,-105.941182
96.0,9.960081,0,2.021793267E9,39.604289,-105.941189
97.0,10.375639,0,2.021793269E9,39.604179,-105.941216
97.0,10.227417,0,2.021793271E9,39.60408,-105.941244
92.0,10.462674,0,2.021793274E9,39.603938,-105.941261
92.0,10.455308,0,2.021793276E9,39.60384,-105.94126
90.0,10.364548,0,2.021793278E9,39.603751,-105.941241
90.0,11.889406,0,2.02179328E9,39.603658,-105.941212
90.0,12.63534,0,2.021793282E9,39.603557,-105.9412
87.0,12.139953,0,2.021793284E9,39.603455,-105.941203
87.0,12.068094,0,2.021793286E9,39.603359,-105.94121
87.0,11.661052,0,2.021793288E9,39.603259,-105.941221
87.0,11.40681,0,2.02179329E9,39.60316,-105.941232
87.0,11.366984,0,2.021793292E9,39.603068,-105.941239
87.0,11.240932,0,2.021793295E9,39.60294,-105.941245
87.0,11.689969,0,2.021793298E9,39.602811,-105.941255
90.0,11.916653,0,2.0217933E9,39.602721,-105.941266
90.0,11.355034,0,2.021793302E9,39.602628,-105.941274
89.0,10.930346,0,2.021793305E9,39.60251,-105.941274
92.0,10.670973,0,2.021793308E9,39.602394,-105.941274
92.0,10.567343,0,2.021793311E9,39.60227,-105.941268
89.0,10.236403,0,2.021793314E9,39.602139,-105.941264
89.0,11.295787,0,2.021793317E9,39.602007,-105.941238
88.0,10.935559,0,2.021793319E9,39.601913,-105.941236
88.0,11.277201,0,2.021793321E9,39.601823,-105.941243
87.0,10.888951,0,2.021793323E9,39.601727,-105.941264
87.0,10.850712,0,2.021793325E9,39.601629,-105.94127
87.0,10.369488,0,2.021793328E9,39.601495,-105.941284
89.0,11.510752,0,2.021793331E9,39.601363,-105.941275
89.0,11.19457,0,2.021793334E9,39.60123,-105.941274
89.0,11.797396,0,2.021793336E9,39.601133,-105.941268
98.0,10.854657,0,2.021793338E9,39.601042,-105.941269
98.0,11.327781,0,2.021793341E9,39.600952,-105.941278
105.0,11.069741,0,2.021793344E9,39.600833,-105.941291
98.0,10.097308,0,2.021793348E9,39.600723,-105.941316
98.0,10.560379,0,2.021793351E9,39.600628,-105.94133
98.0,10.821036,0,2.021793353E9,39.600538,-105.941329
98.0,10.162436,0,2.021793356E9,39.60041,-105.941343
98.0,11.108204,0,2.021793359E9,39.600267,-105.941324
100.0,10.120823,0,2.021793361E9,39.600174,-105.941298
98.0,10.940616,0,2.021793363E9,39.600082,-105.941266
98.0,10.980626,0,2.021793365E9,39.599989,-105.941241
98.0,11.352938,0,2.021793367E9,39.599899,-105.941215
91.0,11.22088,0,2.02179337E9,39.599784,-105.941204
89.0,11.397791,0,2.021793373E9,39.599662,-105.941192
89.0,11.024962,0,2.021793375E9,39.59957,-105.941196
88.0,11.489709,0,2.021793378E9,39.599442,-105.941186
88.0,11.212221,0,2.02179338E9,39.599352,-105.941198
89.0,9.733362,0,2.021793383E9,39.599243,-105.94122
89.0,11.285253,0,2.021793385E9,39.599152,-105.941234
90.0,9.758268,0,2.021793388E9,39.599025,-105.941259
90.0,7.666195,0,2.021793391E9,39.598918,-105.941288
90.0,0.0,0,2.021793411E9,39.598899,-105.941287
91.0,3.029539,0,2.021793449E9,39.598802,-105.941302
91.0,4.989754,0,2.021793452E9,39.598682,-105.941323
89.0,7.493415,0,2.021793454E9,39.598581,-105.941325
89.0,7.05581,0,2.021793456E9,39.59847,-105.941322
88.0,8.414977,0,2.021793458E9,39.598361,-105.94132
88.0,10.010353,0,2.02179346E9,39.598231,-105.941318
88.0,10.60886,0,2.021793462E9,39.59811,-105.941309
88.0,11.304298,0,2.021793464E9,39.597982,-105.941292
93.0,11.402157,0,2.021793466E9,39.597844,-105.941276
93.0,11.763425,0,2.021793468E9,39.597711,-105.941284
93.0,11.447529,0,2.02179347E9,39.597586,-105.941287
93.0,11.661804,0,2.021793472E9,39.597466,-105.941282
93.0,12.293867,0,2.021793474E9,39.597357,-105.941278
93.0,11.465029,0,2.021793476E9,39.597256,-105.941275
93.0,10.875644,0,2.021793478E9,39.597162,-105.941275
91.0,10.513028,0,2.021793481E9,39.597041,-105.941266
89.0,9.333151,0,2.021793484E9,39.596917,-105.941245
89.0,8.842257,0,2.021793487E9,39.596823,-105.94121
91.0,10.340104,0,2.02179349E9,39.596701,-105.941206
91.0,11.244889,0,2.021793492E9,39.596608,-105.941207
91.0,11.42155,0,2.021793494E9,39.596507,-105.941212
91.0,11.190225,0,2.021793496E9,39.596409,-105.941216
92.0,10.521199,0,2.021793499E9,39.596274,-105.941215
92.0,11.791412,0,2.021793501E9,39.59616,-105.941223
90.0,10.936409,0,2.021793503E9,39.596058,-105.941238
90.0,11.556364,0,2.021793506E9,39.595925,-105.941235
91.0,10.97639,0,2.021793508E9,39.595819,-105.941219
91.0,11.169117,0,2.021793511E9,39.595691,-105.941205
89.0,11.400777,0,2.021793513E9,39.595598,-105.941204
89.0,11.426998,0,2.021793515E9,39.595499,-105.941205
91.0,11.125096,0,2.021793518E9,39.595379,-105.941189
91.0,11.739492,0,2.02179352E9,39.595287,-105.941189
91.0,11.379615,0,2.021793523E9,39.595159,-105.941192
91.0,11.471594,0,2.021793526E9,39.595029,-105.941188
95.0,11.568948,0,2.021793528E9,39.594937,-105.94118
95.0,10.801329,0,2.021793531E9,39.594805,-105.941177
94.0,11.438059,0,2.021793534E9,39.594699,-105.941206
94.0,11.423518,0,2.021793536E9,39.594609,-105.94122
94.0,11.045242,0,2.021793539E9,39.594482,-105.941244
98.0,11.537211,0,2.021793542E9,39.594345,-105.941242
94.0,12.081959,0,2.021793544E9,39.594248,-105.941224
94.0,12.323607,0,2.021793546E9,39.594152,-105.941208
92.0,12.067494,0,2.021793548E9,39.594053,-105.941198
92.0,12.082885,0,2.02179355E9,39.593959,-105.941192
92.0,11.28743,0,2.021793552E9,39.593858,-105.941186
89.0,11.154987,0,2.021793554E9,39.593766,-105.94118
89.0,10.514477,0,2.021793556E9,39.593671,-105.941183
90.0,11.36835,0,2.021793558E9,39.593575,-105.94117
90.0,12.146031,0,2.02179356E9,39.593469,-105.941171
90.0,12.731904,0,2.021793562E9,39.593355,-105.941174
91.0,12.382453,0,2.021793564E9,39.593246,-105.941182
91.0,11.622596,0,2.021793566E9,39.593134,-105.941183
92.0,10.152979,0,2.021793568E9,39.593031,-105.941186
92.0,11.888721,0,2.021793572E9,39.592926,-105.9412
92.0,12.14809,0,2.021793575E9,39.592807,-105.941184
94.0,11.502885,0,2.021793578E9,39.592694,-105.941181
94.0,11.2745,0,2.021793581E9,39.592573,-105.941174
95.0,11.861347,0,2.021793583E9,39.592475,-105.941171
95.0,12.01558,0,2.021793585E9,39.592383,-105.941167
95.0,11.808274,0,2.021793587E9,39.592285,-105.941166
96.0,11.552621,0,2.02179359E9,39.59215,-105.94116
99.0,12.002546,0,2.021793593E9,39.592019,-105.941161
99.0,10.780785,0,2.021793595E9,39.591928,-105.941157
99.0,10.937898,0,2.021793597E9,39.591838,-105.941155
95.0,11.650981,0,2.0217936E9,39.591702,-105.941154
95.0,11.520154,0,2.021793602E9,39.591603,-105.941156
93.0,11.638808,0,2.021793604E9,39.59151,-105.941152
93.0,11.422243,0,2.021793607E9,39.591393,-105.941138
91.0,9.883259,0,2.02179361E9,39.59129,-105.941128
87.0,11.096312,0,2.021793613E9,39.591177,-105.941119
87.0,11.766036,0,2.021793616E9,39.591045,-105.941119
87.0,11.842709,0,2.021793619E9,39.59092,-105.941116
86.0,11.876273,0,2.021793621E9,39.590829,-105.941116
86.0,11.931023,0,2.021793624E9,39.590702,-105.941114
86.0,11.350131,0,2.021793626E9,39.590611,-105.941106
87.0,11.273845,0,2.021793628E9,39.59052,-105.9411
87.0,11.492566,0,2.02179363E9,39.590428,-105.941095
96.0,10.982319,0,2.021793633E9,39.590298,-105.941095
96.0,12.019004,0,2.021793635E9,39.590208,-105.941094
107.0,11.802067,0,2.021793638E9,39.590096,-105.94111
107.0,11.799369,0,2.021793641E9,39.589963,-105.941109
102.0,11.844011,0,2.021793643E9,39.58987,-105.941113
102.0,10.835521,0,2.021793645E9,39.589769,-105.941121
98.0,11.411056,0,2.021793648E9,39.589636,-105.941115
98.0,11.167945,0,2.021793651E9,39.589504,-105.941112
91.0,11.341364,0,2.021793654E9,39.589373,-105.94111
91.0,11.261626,0,2.021793656E9,39.589283,-105.941109
91.0,11.20673,0,2.021793658E9,39.589192,-105.941108
89.0,11.397415,0,2.021793661E9,39.589064,-105.941105
93.0,11.883697,0,2.021793663E9,39.588974,-105.941104
93.0,11.911715,0,2.021793666E9,39.588849,-105.941116
96.0,11.931377,0,2.021793668E9,39.588755,-105.941108
96.0,11.416729,0,2.02179367E9,39.588655,-105.941104
98.0,10.532619,0,2.021793673E9,39.588533,-105.941098
98.0,11.462783,0,2.021793676E9,39.588415,-105.941098
94.0,11.639497,0,2.021793679E9,39.588284,-105.941098
94.0,12.553587,0,2.021793681E9,39.58819,-105.941094
92.0,11.54506,0,2.021793683E9,39.588097,-105.941095
92.0,12.077562,0,2.021793685E9,39.588002,-105.941096
95.0,11.539117,0,2.021793688E9,39.587883,-105.941093
95.0,11.734222,0,2.02179369E9,39.587789,-105.941095
96.0,11.230391,0,2.021793693E9,39.587657,-105.941097
96.0,9.947205,0,2.021793696E9,39.587526,-105.94109
98.0,11.299146,0,2.021793699E9,39.587396,-105.941079
98.0,10.743144,0,2.021793702E9,39.587262,-105.941072
95.0,11.143448,0,2.021793704E9,39.587166,-105.941069
95.0,9.879295,0,2.021793707E9,39.587041,-105.941062
92.0,10.3887,0,2.02179371E9,39.586932,-105.941064
91.0,9.845252,0,2.021793713E9,39.586813,-105.941075
91.0,11.23032,0,2.021793716E9,39.586696,-105.94107
91.0,11.576196,0,2.021793718E9,39.586603,-105.941072
91.0,11.91851,0,2.02179372E9,39.586505,-105.94108
91.0,12.122054,0,2.021793722E9,39.586404,-105.941086
91.0,12.50226,0,2.021793724E9,39.586301,-105.941085
91.0,12.514006,0,2.021793726E9,39.586197,-105.941087
93.0,12.553656,0,2.021793728E9,39.586092,-105.941091
93.0,12.450417,0,2.02179373E9,39.585992,-105.941095
99.0,11.674467,0,2.021793733E9,39.585866,-105.941088
99.0,11.371619,0,2.021793736E9,39.585743,-105.941071
97.0,11.285613,0,2.021793739E9,39.585622,-105.941063
97.0,11.309684,0,2.021793742E9,39.585501,-105.94105
94.0,11.556761,0,2.021793745E9,39.585383,-105.941047
93.0,10.719326,0,2.021793748E9,39.58526,-105.941039
93.0,10.310643,0,2.021793751E9,39.585134,-105.941033
94.0,11.044169,0,2.021793754E9,39.585006,-105.94102
94.0,10.688806,0,2.021793756E9,39.584913,-105.941019
93.0,11.386897,0,2.021793758E9,39.584817,-105.941018
93.0,12.553473,0,2.02179376E9,39.584721,-105.941021
95.0,12.230955,0,2.021793763E9,39.584598,-105.941018
95.0,11.982784,0,2.021793766E9,39.58447,-105.941007
99.0,12.303203,0,2.021793768E9,39.584377,-105.941001
99.0,11.346078,0,2.021793771E9,39.584247,-105.940996
96.0,11.340577,0,2.021793773E9,39.584156,-105.940981
96.0,11.7909,0,2.021793775E9,39.584065,-105.940967
96.0,10.904769,0,2.021793778E9,39.583937,-105.940978
